SID000000 "Loan Confirmed"
SID003932 "Fastest Laps"
SID003933 "%d"
SID003934 "%d"
SID003935 "-"
SID003936 "Points Finishes"
SID003937 "%d"
SID003938 "%d"
SID003939 "-"
SID003940 "Pole Position"
SID003941 "%d"
SID003942 "%d"
SID003943 "-"
SID003944 "Select A Driver"
SID003945 "Job Offer: %s"
SID003946 "Sign Deal"
SID003947 "Offer Deal"
SID003948 "Offer Deal"
SID003949 "Salary"
SID003950 "Race Bonus"
SID003951 "Championship Bonus"
SID003952 "Seasons"
SID003953 "Role"
SID003954 "Current"
SID003955 "%d"
SID003956 "-"
SID003957 "1"
SID003958 "1="
SID003959 "2"
SID003960 "T"
SID003961 "-"
SID003962 "Your Offer"
SID003963 "%d"
SID003964 "1"
SID003965 "1="
SID003966 "2"
SID003967 "T"
SID003968 "-"
SID003969 "First"
SID003970 "Last"
SID003971 "%d"
SID003972 "%d"
SID003973 "%s has retired."
SID003974 "%s will not work for you next year."
SID003975 "%s is contracted to %s for next season."
SID003976 "%s is contracted to %s for next season."
SID003977 "%s is contracted to %s for next season."
SID003978 "%s has decided to retire at the end of the season."
SID003979 "You already have a driver signed for the role next year."
SID003980 "%s is available next season."
SID003981 "Not Available"
SID003982 "Team Conditions"
SID003983 "Team Conditions"
SID003984 "Sign Deal"
SID003985 "Driver 1"
SID003986 "Driver 2"
SID003987 "Test Driver"
SID003988 "%s wants to join us next year. The deal is ready to sign now."
SID003989 "Driver Deal"
SID003990 "Team Manager"
SID003991 "%s has accepted your offer and wants to sign a deal with you. %s is ready to join at the start of %d."
SID003992 "%s has accepted your offer and wants to sign a deal with you. %s is ready to join either right now or at the start of %d."
SID003993 "%s has rejected your offer. You need to improve all your terms."
SID003994 "%s is happy with some of the terms of the deal, but has refused your offer because:\n\n"
SID003995 "The Role being offered is too junior.\n"
SID003996 "Your other driver next year is not a good team player.\n"
SID003997 "Your team does not have a strong financial package.\n"
SID003998 "The Salary is not high enough.\n"
SID003999 "The Championship Bonus is too low.\n"
SID004000 "The Race Bonus is not good enough.\n"
SID004001 "The Contract is too long.\n"
SID004002 "The Contract is too short.\n"
SID004003 "Player"
SID004004 "%s"
SID004005 "Team"
SID004006 "%s"
SID004007 "Score"
SID004008 "Year"
SID004009 "%d"
SID004010 "Grand Prix"
SID004011 "%d"
SID004012 "Championships"
SID004013 "%d"
SID004014 "#"
SID004015 "GP"
SID004016 "%d"
SID004017 "#"
SID004018 "Name"
SID004019 "Team"
SID004020 "Season Score"
SID004021 "%d"
SID004022 "GP"
SID004023 "%d"
SID004024 "Current Balance"
SID004025 "%d %s"
SID004026 "Estimated Revenue"
SID004027 "%d Spend to Date"
SID004028 "%d Estimated Difference"
SID004029 "Money Owed"
SID004030 "Money Invested"
SID004031 "Company Ownership %"
SID004032 "%d%%"
SID004033 "Current Loan"
SID004034 "Number Of Repayments"
SID004035 "-"
SID004036 "%d races"
SID004037 "Repayment Per Race"
SID004038 "-"
SID004039 "Money Repaid"
SID004040 "-"
SID004041 "Money Outstanding"
SID004042 "-"
SID004043 "Duration"
SID004044 "Rate %"
SID004045 "Interest"
SID004046 "Total"
SID004047 "16 Races"
SID004048 "%d%%"
SID004049 "32 Races"
SID004050 "%d%%"
SID004051 "48 Races"
SID004052 "%d%%"
SID004053 "Current Investment"
SID004054 "Investment Period"
SID004055 "-"
SID004056 "%d races"
SID004057 "Time Passed"
SID004058 "-"
SID004059 "%d races"
SID004060 "Time Remaining"
SID004061 "-"
SID004062 "%d races"
SID004063 "Investment Period"
SID004064 "Rate %"
SID004065 "Interest"
SID004066 "Total"
SID004067 "16 Races"
SID004068 "%d%%"
SID004069 "32 Races"
SID004070 "%d%%"
SID004071 "48 Races"
SID004072 "%d%%"
SID004073 "Team Ownership"
SID004074 "%d%%"
SID004075 "Shareholders"
SID004076 " %"
SID004077 "%d%%"
SID004078 "World Champion Drivers"
SID004079 "Year"
SID004080 "Driver"
SID004081 "Points"
SID004082 "%d"
SID004083 "Season In Progress"
SID004084 "-"
SID004085 "-"
SID004086 "-"
SID004087 "-"
SID004088 "%d Champion"
SID004089 "%d Champion"
SID004090 "%d pts"
SID004091 "%d"
SID004092 "%d"
SID004093 "%dk"
SID004094 "%dk"
SID004095 "%dk"
SID004096 "%dm"
SID004097 "%dm"
SID004098 "%dm"
SID004099 "%db"
SID004100 "%d"
SID004101 "-"
SID004102 ">"
SID004103 "debug.log"
SID004104 "w"
SID004105 "%d\n"
SID004106 "It is impossible for you to recruit two drivers in time for the next Grand Prix."
SID004107 " Running only one car does not comply with FIA Sporting Regulations."
SID004108 " Therefore, your team is disqualified from this year's Formula One Championship. Your Career as a Grand Prix Manager is over."
SID004109 "You do not have two drivers ready for the next Grand Prix. You must have two drivers in the race or you will be in breach of FIA Sporting Regulations."
SID004110 "The design of your race cars does not comply with the FIA Sporting Regulations. Therefore, your team is disqualified from this years Formula One Championship. Your career as a Grand Prix Manager is over."
SID004111 "You do not have two cars ready to run at the next Grand Prix, which breaks FIA Sporting Regulations. Either select the cross button to go back into the management game"
SID004112 " and correct the situation, or the tick button to retire from the game. If you can not get two cars ready, you will have to come back to the message to retire.\n\nDo you wish to retire now?"
SID004113 "Thank you for playing Grand Prix World"
SID004114 "An official product of the FIA Formula One World Championship licensed by Formula One Administration Limited."
SID004115 "Auto Save"
SID004116 "The Head-Hunter has found the following people:\n\nExcellent %d\nVery Good %d\nGood %d\nAverage %d\nTrainee %d"
SID004117 "The Head-Hunter has found no new staff for hire."
SID004118 "You cannot afford to invest this amount of money, try reducing the amount you want to invest."
SID004119 "%s is very disappointed that you have broken your agreement with him. He will not work for you at any time in the future."
SID004120 "%s is very disappointed that you have broken your agreement with him. He will not work for you at any time in the future."
SID004121 "%s is disappointed that you have broken off your agreement, and no longer wants to join you. The deal is off"
SID004122 "%s is annoyed that you have pulled out of the agreement, and has ended all contract negotiations. The deal is off."
SID004123 "%s is unhappy that you are unwilling to go through with the agreement, and no longer wants to work for you. The deal is off."
SID004124 "%s is annoyed that you are unwilling to sign the agreement, and no longer wants to talk to you. The deal is off."
SID004125 "%s is disappointed that you have broken off your agreement, and no longer wants to join you. The deal is off"
SID004126 "%s is annoyed that you have pulled out of the agreement, and has ended all contract negotiations. The deal is off."
SID004127 "%s is unhappy that you are unwilling to go through with the agreement, and no longer wants to work for you. The deal is off."
SID004128 "%s is annoyed that you are unwilling to sign the agreement, and no longer wants to talk to you. The deal is off."
SID004129 "Your team has contravened FIA Sporting Regulations and so is disqualified from this year's Formula One Championship. Your career as a Grand Prix Manager is over."
SID004130 "Are you sure you want to AutoSave quit?"
SID004131 "Are you sure you want to quit?"
SID004132 "Select Type of Multi Player Connection."
SID004133 "Are you playing as Master or Slave?"
SID004134 "IPX Connection For DirectPlay"
SID004135 "IPX"
SID004136 "Internet TCP/IP Connection For DirectPlay"
SID004137 "Internet"
SID004138 "Modem Connection For DirectPlay"
SID004139 "Modem"
SID004140 "Serial Connection For DirectPlay"
SID004141 "Serial"
SID004142 "Host Game"
SID004143 "Join Game"
SID004144 "Leave"
SID004145 "Race Announce"
SID004146 "Enter Computer name or TCP/IP Address to find a game "
SID004147 "on that machine or leave blank to search for games."
SID004148 "Continue connection?"
SID004149 "Join Game"
SID004150 "Leave"
SID004151 "Select the game you wish to join"
SID004152 "Confirm you wish to join this game?"
SID004153 "Join Game"
SID004154 "Leave"
SID004155 "Waiting for players...."
SID004156 "Players joined"
SID004157 "Click to start game?"
SID004158 ""
SID004159 ""
SID004160 "Start Game"
SID004161 "Leave"
SID004162 "Waiting for master to start game...."
SID004163 "Leave"
SID004164 "Race Classification"
SID004165 "Previous Driver"
SID004166 "Next Driver"
SID004167 "Driver Championship"
SID004168 "Race Classification"
SID004169 "Race Classification"
SID004170 "Race Classification"
SID004171 "Driver Championship"
SID004172 "Previous Driver"
SID004173 "Next Driver"
SID004174 "Constructor Championship"
SID004175 "Driver Championship"
SID004176 "Constructor Championship"
SID004177 "Constructor"
SID004178 "Pos"
SID004179 "Team"
SID004180 "Points"
SID004181 "%d="
SID004182 "%d"
SID004183 "-"
SID004184 "%d="
SID004185 "Continue"
SID004186 "Constructor Classification"
SID004187 "Waiting for data from the master machine."
SID004188 "Pos"
SID004189 "Driver"
SID004190 "Team"
SID004191 "Tyres"
SID004192 "Time"
SID004193 "Did Not Finish"
SID004194 "Disqualified"
SID004195 "%s"
SID004196 "-"
SID004197 "-"
SID004198 "%d"
SID004199 "%d:%02d.%02d.%03d"
SID004200 "Driver"
SID004201 "Pos"
SID004202 "Driver"
SID004203 "Points"
SID004204 "%d="
SID004205 "%d"
SID004206 "-"
SID004207 "-"
SID004208 "%d="
SID004209 "%d"
SID004210 "Qualifying Results"
SID004211 "Previous Driver"
SID004212 "Next Driver"
SID004213 "Continue Race Weekend"
SID004214 "Race Qualifying"
SID004215 "Race Qualifying"
SID004216 "Race Qualifying"
SID004217 "Starting Grid"
SID004218 "Pos"
SID004219 "Driver"
SID004220 "Team"
SID004221 "Tyres"
SID004222 "Time"
SID004223 "Laps"
SID004224 "Did Not Qualify - In Race - FIA Decision"
SID004225 "Did Not Qualify - Not In Race"
SID004226 "Retired - Accidents"
SID004227 "Banned After Qualifying"
SID004228 "%02d:%02d.%03d"
SID004229 "%d"
SID004230 "-"
SID004231 "-"
SID004232 "%d"
SID004233 "Qualifying: Weather Forecast"
SID004234 "%d %s GP - Qualifying"
SID004235 "Weather Forecast"
SID004236 "Temperature"
SID004237 "%d°C"
SID004238 "Conditions"
SID004239 "Windspeed"
SID004240 "Continue Race Weekend"
SID004241 "Qualifying"
SID004242 "Waiting for other players to enter race."
SID004243 "Waiting for players to enter qualifying."
SID004244 "Waiting for players to enter qualifying."
SID004245 "Grand Prix Weekend"
SID004246 "%d %s - GP"
SID004247 "Race Preparations"
SID004248 "Confirmed"
SID004249 "Driver Orders"
SID004250 "Team Orders"
SID004251 "Car Set-Up"
SID004252 "Assembly"
SID004253 "Driving Aid Legality"
SID004254 "Viewing Options"
SID004255 "View Competitors"
SID004256 "View Qualifying"
SID004257 "View Race"
SID004258 "View Competitor List"
SID004259 "View Qualifying"
SID004260 "View Race"
SID004261 "Cancel"
SID004262 "Start Race Weekend"
SID004263 "Grand Prix Weekend"
SID004264 "-"
SID004265 "-"
SID004266 "1"
SID004267 "2"
SID004268 "T"
SID004269 "-"
SID004270 "-"
SID004271 "Driver 1"
SID004272 "Driver 1="
SID004273 "Driver 2"
SID004274 "Test Driver"
SID004275 "-"
SID004276 "-"
SID004277 "%%%d"
SID004278 "-"
SID004279 "%%%d"
SID004280 "Driver Set-Up"
SID004281 "Team Orders"
SID004282 "Testing"
SID004283 "Set-Up"
SID004284 "Development"
SID004285 "Research"
SID004286 "Engine"
SID004287 "Tyre"
SID004288 "Fuel"
SID004289 "Free"
SID004290 "Decrease Setup Testing Time"
SID004291 "Decrease Development Testing Time"
SID004292 "Decrease Research Testing Time"
SID004293 "Decrease Engine Testing Time"
SID004294 "Decrease Tyre Testing Time"
SID004295 "Decrease Fuel Testing Time"
SID004296 "Increase Setup Testing Time"
SID004297 "Increase Development Testing Time"
SID004298 "Increase Research Testing Time"
SID004299 "Increase Engine Testing Time"
SID004300 "Increase Tyre Testing Time"
SID004301 "Increase Fuel Testing Time"
SID004302 "Change Driver 1 Role"
SID004303 "Change Driver 2 Role"
SID004304 "Season Review"
SID004305 "Continue"
SID004306 "Season Review"
SID004307 "%d FIA World Championship"
SID004308 "Player Name"
SID004309 "%s"
SID004310 "Team"
SID004311 "%d"
SID004312 "Unclassified"
SID004313 "Team Position"
SID004314 "%d"
SID004315 "Unclassified"
SID004316 "Driver 1 Position"
SID004317 "%d"
SID004318 "Unclassified"
SID004319 "Driver 2 Position"
SID004320 "%d"
SID004321 "Unclassified"
SID004322 "Driver 3 Position"
SID004323 "%d Driver Champion"
SID004324 "%s"
SID004325 "%d Constructor Champion"
SID004326 "%s"
SID004327 "%s"
SID004328 "Manager of the Year"
SID004329 "%d Position"
SID004330 "Congratulations! Your domination of Formula One continues. Only another Championship will be good enough next year."
SID004331 "Well done! Although you have lost ground since last year's victory, your team is still among the best."
SID004332 "After last year's success, fourth place is not good enough. You must work hard to get back in the top three."
SID004333 "Your team has fallen badly this year. You must finish next season in at least fourth place."
SID004334 "You have had a terrible season. You must finish higher next year."
SID004335 "How can a World Champion team do so badly? You must finish ninth or higher next year."
SID004336 "You have made a World Champion team into a laughing stock! You must score at least one point next year."
SID004337 "Your hard work has paid off! Your goal for next year is to make it two wins in a row."
SID004338 "No change, and your team is still one of the best. Your aim is to finish higher next year."
SID004339 "No change, and you are still in the middle of the pack. You should aim to finish higher next year."
SID004340 "Your team is consistent but at the wrong end of the field. You must finish next season in eighth place."
SID004341 "Bottom of the pack again! You must end next season in tenth place."
SID004342 "Another nightmare year! You must do all you can to score one Championship Point next year."
SID004343 "Your position is worse than last year's but competition in the top four is fierce. Make sure you do not slip down the table any further."
SID004344 "You have climbed up another hard won place in the top four. Now is the time to mount a serious bid for the Championship."
SID004345 "Your season has been a complete disaster. You must do everything you can to get back into the top four teams."
SID004346 "Few teams have finished Formula One in the top four one year, and unclassified the next. You must get back into the points."
SID004347 "You have dropped out of the top four teams, and must find a way back in."
