SID000000 "Prêt confirmé"
SID003692 "%s accepte de vous rejoindre pour %d. Voulez-vous continuer ?"
SID003693 "%s accepte de vous rejoindre pour %d. Voulez-vous continuer ?"
SID003694 "%s accepte de vous rejoindre immédiatement, mais vous devez auparavant rompre le contrat avec %s. Cela vous coûtera %s payables sur-le-champ. Voulez-vous continuer ?"
SID003695 "%s accepte de vous rejoindre immédiatement. Voulez-vous continuer ?"
SID003696 "4000"
SID003697 "3000"
SID003698 "%d"
SID003699 "%d"
SID003700 "%d"
SID003701 "1000"
SID003702 "4000"
SID003703 "3000"
SID003704 "%d"
SID003705 "%d"
SID003706 "%d"
SID003707 "1000"
SID003708 "Début imméd."
SID003709 "Début : %d"
SID003710 "Début : %d"
SID003711 "Loyauté du pilote :"
SID003712 "-"
SID003713 "Loyauté du pilote :"
SID003714 "-"
SID003715 "Signer"
SID003716 "Offre d'accord"
SID003717 "Offre d'accord"
SID003718 "%s %d"
SID003719 "%s"
SID003720 "Nom"
SID003721 "Néant"
SID003722 "Capacité"
SID003723 "Salaire"
SID003724 "-"
SID003725 "% de royalties"
SID003726 "-"
SID003727 "%d%%"
SID003728 "Bonus de course"
SID003729 "Bonus de championnat"
SID003730 "Loyauté du pilote"
SID003731 "-"
SID003732 "Saison finale"
SID003733 "-"
SID003734 "%d"
SID003735 "Nom"
SID003736 "Ecurie"
SID003737 "Capacité"
SID003738 "Libre"
SID003739 "Renvoyé !"
SID003740 "%s"
SID003741 "%s"
SID003742 "Non-F1"
SID003743 "-"
SID003744 "Unf"
SID003745 "%d"
SID003746 "%d"
SID003747 "%d"
SID003748 "Sélectionner"
SID003749 "Offre : %s"
SID003750 "Salaire"
SID003751 "% de royalties"
SID003752 "Bonus de course"
SID003753 "Bonus de championnat"
SID003754 "Saisons"
SID003755 "Actuel"
SID003756 "%d%%"
SID003757 "%d"
SID003758 "%d"
SID003759 "Votre offre"
SID003760 "%d%%"
SID003761 "%d"
SID003762 "%d"
SID003763 "%d%%"
SID003764 "%d"
SID003765 "%d"
SID003766 "Premier"
SID003767 "Final"
SID003768 "%d"
SID003769 "%d"
SID003770 "%s refuse de travailler pour vous."
SID003771 "%s est sous contrat avec %s pour la saison prochaine."
SID003772 "%s est sous contrat avec %s pour la saison prochaine."
SID003773 "Indisponible"
SID003774 "Conditions écurie"
SID003775 "Conditions écurie"
SID003776 "Signer"
SID003777 "%s veut nous rejoindre. L'accord est prêt à être signé."
SID003778 "Contrat de directeur commercial"
SID003779 "Directeur sportif"
SID003780 "%s veut nous rejoindre. L'accord est prêt à être signé."
SID003781 "Contrat de responsable conception"
SID003782 "Directeur sportif"
SID003783 "%s veut travailler avec nous. L'accord est prêt à être signé."
SID003784 "Contrat de directeur technique"
SID003785 "Directeur sportif"
SID003786 "%s veut nous rejoindre. L'accord est prêt à être signé."
SID003787 "Contrat de chef mécanicien"
SID003788 "Directeur sportif"
SID003789 "%s a accepté votre offre et veut signer avec vous. %s est prêt à vous rejoindre au début de %d."
SID003790 "%s a accepté votre offre et veut signer avec vous. %s est prêt à vous rejoindre immédiatement ou au début de %d."
SID003791 "%s a repoussé votre offre. Vous devez en améliorer tous les termes."
SID003792 "%s est satisfait de certaines des conditions de l'accord, mais a refusé votre offre parce que :\n\n"
SID003793 "Votre écurie ne peut sérieusement prétendre au titre.\n"
SID003794 "Le département manque de personnel pour être efficace.\n"
SID003795 "Votre écurie ne lui semble pas financièrement viable.\n"
SID003796 "Le salaire est insuffisant.\n"
SID003797 "Les royalties des sponsors sont trop faibles.\n"
SID003798 "Le contrat est trop court.\n"
SID003799 "Le contrat est trop long.\n"
SID003800 "Votre écurie ne peut sérieusement prétendre au titre.\n"
SID003801 "Le département manque de personnel pour être efficace.\n"
SID003802 "Votre écurie ne lui semble pas financièrement viable.\n"
SID003803 "Le salaire est insuffisant.\n"
SID003804 "Le bonus de championnat est insuffisant.\n"
SID003805 "Le bonus de course n'est pas assez bon.\n"
SID003806 "Le contrat est trop court.\n"
SID003807 "Le contrat est trop long.\n"
SID003808 "%s accepte de rejoindre votre écurie pour %d, mais vous devez auparavant rompre le contrat avec %s. Cela vous coûtera %s payables sur-le-champ. Voulez-vous continuer?"
SID003809 "%s accepte de vous rejoindre pour %d. Voulez-vous continuer ?"
SID003810 "%s accepte de vous rejoindre pour %d, mais vous devez auparavant rompre le contrat avec %s. Cela ne vous coûtera rien car %s est un pilote payant. Voulez-vous continuer ?"
SID003811 "%s accepte de vous rejoindre immédiatement, mais vous devez auparavant rompre le contrat avec %s. Cela ne vous coûtera rien car %s est un pilote payant. Voulez-vous continuer?"
SID003812 "%s accepte de vous rejoindre immédiatement, mais vous devez auparavant rompre le contrat avec %s. Cela vous coûtera %s payables sur-le-champ. Voulez-vous continuer?"
SID003813 "%s accepte de vous rejoindre immédiatement. voulez-vous continuer ?"
SID003814 "%s a signé un nouveau contrat avec nous."
SID003815 "Nouvel accord pilote"
SID003816 "Directeur sportif"
SID003817 "%s a signé un nouveau contrat avec nous."
SID003818 "Nouvel accord pilote"
SID003819 "Directeur sportif"
SID003820 "1"
SID003821 "1="
SID003822 "2"
SID003823 "E"
SID003824 "U"
SID003825 "1"
SID003826 "1="
SID003827 "2"
SID003828 "E"
SID003829 "U"
SID003830 "4000"
SID003831 "3000"
SID003832 "%d"
SID003833 "%d"
SID003834 "%d"
SID003835 "1000"
SID003836 "4000"
SID003837 "3000"
SID003838 "%d"
SID003839 "%d"
SID003840 "%d"
SID003841 "1000"
SID003842 "Un pilote se retire : %s."
SID003843 "Un pilote a changé d'avis : %s."
SID003844 "Un pilote revient en F1 : %s."
SID003845 "Début imméd."
SID003846 "Début : %d"
SID003847 "Début : %d"
SID003848 "Pilotes de F1"
SID003849 "Ecurie"
SID003850 "Nom"
SID003851 "Rôle"
SID003852 "Libre"
SID003853 "Renvoyé !"
SID003854 "Non-F1"
SID003855 "-"
SID003856 "-"
SID003857 "1"
SID003858 "1="
SID003859 "2"
SID003860 "E"
SID003861 "N/A"
SID003862 "Unf"
SID003863 "Ret"
SID003864 "%d"
SID003865 "%d"
SID003866 "%d"
SID003867 "%d"
SID003868 "Détails pilote 1"
SID003869 "Détails pilote 2"
SID003870 "Détails pilote d'essai"
SID003871 "-"
SID003872 "-"
SID003873 "PERSONNEL"
SID003874 "Age"
SID003875 "%d"
SID003876 "%d"
SID003877 "-"
SID003878 "Nationalité"
SID003879 "-"
SID003880 "Salaire"
SID003881 "-"
SID003882 "Bonus de course"
SID003883 "-"
SID003884 "Bonus champ."
SID003885 "-"
SID003886 "Saisons"
SID003887 "%d"
SID003888 "%d"
SID003889 "-"
SID003890 "CAPACITE"
SID003891 "Vitesse"
SID003892 "-"
SID003893 "-"
SID003894 "Talent"
SID003895 "-"
SID003896 "-"
SID003897 "Dépassement"
SID003898 "-"
SID003899 "-"
SID003900 "Pluie"
SID003901 "-"
SID003902 "-"
SID003903 "Concentration"
SID003904 "-"
SID003905 "-"
SID003906 "Expérience"
SID003907 "-"
SID003908 "-"
SID003909 "Tonus"
SID003910 "-"
SID003911 "-"
SID003912 "Moral"
SID003913 "-"
SID003914 "-"
SID003915 "CARRIERE"
SID003916 "Championnats"
SID003917 "%d"
SID003918 "%d"
SID003919 "-"
SID003920 "Courses"
SID003921 "%d"
SID003922 "%d"
SID003923 "-"
SID003924 "Victoires"
SID003925 "%d"
SID003926 "%d"
SID003927 "-"
SID003928 "Points"
SID003929 "%d"
SID003930 "%d"
SID003931 "-"
SID003932 "Meilleurs tours"
SID003933 "%d"
SID003934 "%d"
SID003935 "-"
SID003936 "Arrivées à pts"
SID003937 "%d"
SID003938 "%d"
SID003939 "-"
SID003940 "Pole position"
SID003941 "%d"
SID003942 "%d"
SID003943 "-"
SID003944 "Sélection d'un pilote"
SID003945 "Offre : %s"
SID003946 "Signer"
SID003947 "Offre d'accord"
SID003948 "Offre d'accord"
SID003949 "Salaire"
SID003950 "Bonus de course"
SID003951 "Bonus de championnat"
SID003952 "Saisons"
SID003953 "Rôle"
SID003954 "En cours"
SID003955 "%d"
SID003956 "-"
SID003957 "1"
SID003958 "1="
SID003959 "2"
SID003960 "E"
SID003961 "-"
SID003962 "Votre offre"
SID003963 "%d"
SID003964 "1"
SID003965 "1="
SID003966 "2"
SID003967 "E"
SID003968 "-"
SID003969 "Premier"
SID003970 "Dernier"
SID003971 "%d"
SID003972 "%d"
SID003973 "%s s'est retiré."
SID003974 "%s ne travaillera pas pour vous l'an prochain."
SID003975 "%s est sous contrat avec %s pour la saison prochaine."
SID003976 "%s est sous contrat avec %s pour la saison prochaine."
SID003977 "%s est sous contrat avec %s pour la saison prochaine."
SID003978 "%s a décidé de se retirer à la fin de la saison."
SID003979 "Vous avez déjà un pilote à ce rôle pour l'an prochain."
SID003980 "%s est disponible pour la saison prochaine."
SID003981 "Indisponible"
SID003982 "Conditions écurie"
SID003983 "Conditions écurie"
SID003984 "Signer"
SID003985 "Pilote 1"
SID003986 "Pilote 2"
SID003987 "Pilote d'essai"
SID003988 "%s veut nous rejoindre l'an prochain. L'accord est prêt à être signé."
SID003989 "Contrat de pilote"
SID003990 "Directeur sportif"
SID003991 "%s a accepté votre offre et veut signer avec vous. %s est prêt à vous rejoindre au début de %d."
SID003992 "%s a accepté votre offre et veut signer avec vous. %s est prêt à vous rejoindre immédiatement ou au début de %d."
SID003993 "%s a repoussé votre offre. Vous devez en améliorer tous les termes."
SID003994 "%s est satisfait de certaines des conditions de l'accord, mais a refusé votre offre parce que:\n\n"
SID003995 "Le rôle proposé est celui d'un débutant.\n"
SID003996 "L'autre pilote de l'an prochain n'est pas un bon coéquipier.\n"
SID003997 "Votre écurie ne lui semble pas financièrement viable.\n"
SID003998 "Le salaire est insuffisant.\n"
SID003999 "Le bonus de championnat est insuffisant.\n"
SID004000 "Le bonus de course n'est pas assez bon.\n"
SID004001 "Le contrat est trop long.\n"
SID004002 "Le contrat est trop court.\n"
SID004003 "Joueur"
SID004004 "%s"
SID004005 "Ecurie"
SID004006 "%s"
SID004007 "Score"
SID004008 "Année"
SID004009 "%d"
SID004010 "Grand prix"
SID004011 "%d"
SID004012 "Championnats"
SID004013 "%d"
SID004014 "#"
SID004015 "GP"
SID004016 "%d"
SID004017 "#"
SID004018 "Nom"
SID004019 "Ecurie"
SID004020 "Score saison"
SID004021 "%d"
SID004022 "GP"
SID004023 "%d"
SID004024 "Bilan actuel"
SID004025 "%s %d"
SID004026 "Revenu estimé"
SID004027 "Dépenses à ce jour %d"
SID004028 "Différence estimée %d"
SID004029 "Somme due"
SID004030 "Somme investie"
SID004031 "% de participation de la société"
SID004032 "%d%%"
SID004033 "Emprunt en cours"
SID004034 "Nbre de remboursements"
SID004035 "-"
SID004036 "%d races"
SID004037 "Remboursement / course"
SID004038 "-"
SID004039 "Somme remboursée"
SID004040 "-"
SID004041 "Somme à rembourser"
SID004042 "-"
SID004043 "Durée"
SID004044 "Taux %"
SID004045 "Intérêt"
SID004046 "Total"
SID004047 "16 Courses"
SID004048 "%d%%"
SID004049 "32 Courses"
SID004050 "%d%%"
SID004051 "48 Courses"
SID004052 "%d%%"
SID004053 "Investissement actuel"
SID004054 "Durée de l'investissement"
SID004055 "-"
SID004056 "%d courses"
SID004057 "Temps écoulé"
SID004058 "-"
SID004059 "%d courses"
SID004060 "Temps restant"
SID004061 "-"
SID004062 "%d courses"
SID004063 "Durée de l'investis."
SID004064 "Taux %"
SID004065 "Intérêt"
SID004066 "Total"
SID004067 "16 Courses"
SID004068 "%d%%"
SID004069 "32 Courses"
SID004070 "%d%%"
SID004071 "48 Courses"
SID004072 "%d%%"
SID004073 "Propriété de l'écurie"
SID004074 "%d%%"
SID004075 "Actionnaires"
SID004076 " %"
SID004077 "%d%%"
SID004078 "Pilotes Champions du monde"
SID004079 "Année"
SID004080 "Pilote"
SID004081 "Points"
SID004082 "%d"
SID004083 "Saison en cours"
SID004084 "-"
SID004085 "-"
SID004086 "-"
SID004087 "-"
SID004088 "Champion %d"
SID004089 "Champion %d"
SID004090 "%d pts"
SID004091 "%d"
SID004092 "%d"
SID004093 "%dk"
SID004094 "%dk"
SID004095 "%dk"
SID004096 "%dm"
SID004097 "%dm"
SID004098 "%dm"
SID004099 "%db"
SID004100 "%d"
SID004101 "-"
SID004102 ">"
SID004103 "debug.log"
SID004104 "w"
SID004105 "%d\n"
SID004106 "Vous ne pourrez recruter deux pilotes à temps pour le prochain Grand Prix."
SID004107 " N'engager qu'une seule voiture n'est pas conforme au règlement sportif de la FIA."
SID004108 " De ce fait, votre écurie est disqualifiée du Championnat de Formule 1 de cette année. Votre carrière de manager de Grand Prix est terminée."
SID004109 "Vous ne disposez pas de deux pilotes pour le prochain Grand Prix. Vous devez engager deux pilotes ou vous contreviendrez au règlement sportif de la FIA."
SID004110 "La conception de vos voitures de course n'est pas conforme au règlement sportif de la FIA. De ce fait, votre écurie est disqualifiée du Championnat de Formule 1 de cette année. Votre carrière de manager de Grand Prix est terminée."
SID004111 "Vous n'êtes pas en mesure d'engager deux voitures dans le prochain Grand Prix, ce qui est contraire au règlement sportif de la FIA. Sélectionnez la croix pour revenir à la partie management"
SID004112 " et corriger la situation, ou la coche pour vous retirer du jeu. Si vous ne parvenez pas à engager deux voitures, vous devrez revenir au message pour abandonner.\n\nSouhaitez-vous abandonner maintenant ?"
SID004113 "Merci de jouer à Grand Prix World"
SID004114 "Un produit officiel du championnat du monde de Formule 1 de la FIA sous licence de Formula One Administration Limited."
SID004115 "Auto-enregistrement"
SID004116 "Le chasseur de têtes a découvert les personnels suivants :\n\nExcellent(s) : %d\nTrès bon(s) : %d\nBon(s) : %d\nMoyen(s) : %d\nStagiaire(s) : %d"
SID004117 "Le chasseur de têtes n'a pas trouvé d'autres personnes à embaucher."
SID004118 "Vous ne pouvez pas vous permettre un tel investissement. Tâchez de réduire le montant de l'investissement."
SID004119 "%s est très déçu que vous ayez rompu l'accord qui vous liait. Il ne travaillera plus jamais pour vous."
SID004120 "%s est très déçu que vous ayez rompu l'accord qui vous liait. Il ne travaillera plus jamais pour vous."
SID004121 "%s est déçu que vous ayez dénoncé l'accord, et ne veut plus nous rejoindre. Il n'y aura pas d'accord."
SID004122 "%s est mécontent que vous ayez dénoncé l'accord, et a mis fin aux négociations. Aucun accord n'aura lieu."
SID004123 "%s est mécontent de votre refus de donner suite à l'accord, et ne veut plus travailler pour vous. Il n'y aura pas d'accord."
SID004124 "%s est déçu que vous ne vouliez pas signer l'accord, et ne veut plus vous parler. Aucun accord n'aura lieu."
SID004125 "%s est déçu que vous ayez dénoncé l'accord, et ne veut plus nous rejoindre. Il n'y aura pas d'accord."
SID004126 "%s est mécontent que vous ayez dénoncé l'accord, et a mis fin aux négociations. Aucun accord n'aura lieu."
SID004127 "%s est mécontent de votre refus de donner suite à l'accord, et ne veut plus travailler pour vous. Il n'y aura pas d'accord."
SID004128 "%s est déçu que vous ne vouliez pas signer l'accord, et ne veut plus vous parler. Aucun accord n'aura lieu."
SID004129 "Votre Ecurie a violé le règlement sportif de la FIA et est en conséquence disqualifiée du championnat du monde de Formule 1 de cette année. Votre carrière de manager de Grand Prix est terminée."
SID004130 "Etes-vous certain de vouloir quitter par un auto-enregistrement ?"
SID004131 "Etes-vous certain de vouloir quitter ?"
SID004132 "Sélection du type de connexion multijoueurs."
SID004133 "Jouerez-vous en tant que maître ou esclave ?"
SID004134 "Connexion IPX pour DirectPlay"
SID004135 "IPX"
SID004136 "Connexion Internet TCP/IP pour DirectPlay"
SID004137 "Internet"
SID004138 "Connexion par modem pour DirectPlay"
SID004139 "Modem"
SID004140 "Liaison série pour DirectPlay"
SID004141 "Série"
SID004142 "Organiser une partie"
SID004143 "Rejoindre une partie"
SID004144 "Quitter"
SID004145 "Annonce de course"
SID004146 "Pour trouver une partie, tapez le nom de l'ordinateur ou l'adresse TCP/IP "
